fecha;producto;presentacion;unidades (kg);ciudad;precio_minimo;precio_maximo;categoria
2025-02-07;Ahuyama;Kilogramo;35;Boyacá;2314;2402;Verdura
2025-02-07;Ahuyama;Kilogramo;10;Sogamoso;2088;2285;Verdura
2025-02-07;Ahuyama;Kilogramo;1;Tunja;1941;2056;Verdura
2025-02-07;Ahuyama;Kilogramo;38;Bogotá;2382;2498;Verdura
2025-02-07;Ahuyamin (Sakata);Bulto;77;Boyacá;61674;61791;Otros
2025-02-07;Ahuyamin (Sakata);Bulto;17;Sogamoso;63931;63985;Otros
2025-02-07;Ahuyamin (Sakata);Bulto;85;Tunja;59731;59810;Otros
2025-02-07;Ahuyamin (Sakata);Bulto;42;Bogotá;57807;57863;Otros
2025-02-07;Ajo;Atado/Manojo;71;Boyacá;56938;57137;Verdura
2025-02-07;Ajo;Atado/Manojo;52;Sogamoso;53759;53814;Verdura
2025-02-07;Ajo;Atado/Manojo;74;Tunja;60752;60811;Verdura
2025-02-07;Ajo;Atado/Manojo;74;Bogotá;53136;53211;Verdura
2025-02-07;Ajo Importado;Caja De Cartón;5;Boyacá;63626;63746;Verdura
2025-02-07;Ajo Importado;Caja De Cartón;50;Sogamoso;69873;69939;Verdura
2025-02-07;Ajo Importado;Caja De Cartón;11;Tunja;64948;65121;Verdura
2025-02-07;Ajo Importado;Caja De Cartón;97;Bogotá;70394;70505;Verdura
2025-02-07;Berenjena;Kilogramo;89;Boyacá;4736;4814;Otros
2025-02-07;Berenjena;Kilogramo;99;Sogamoso;5215;5365;Otros
2025-02-07;Berenjena;Kilogramo;44;Tunja;4308;4416;Otros
2025-02-07;Berenjena;Kilogramo;15;Bogotá;4028;4147;Otros
2025-02-07;Calabacín;Bolsa;96;Boyacá;8338;8486;Otros
2025-02-07;Calabacín;Bolsa;38;Sogamoso;7622;7816;Otros
2025-02-07;Calabacín;Bolsa;27;Tunja;7375;7512;Otros
2025-02-07;Calabacín;Bolsa;80;Bogotá;7637;7695;Otros
2025-02-07;Chócolo Mazorca;Bulto;27;Boyacá;183670;183869;Otros
2025-02-07;Chócolo Mazorca;Bulto;99;Sogamoso;170356;170432;Otros
2025-02-07;Chócolo Mazorca;Bulto;40;Tunja;177684;177759;Otros
2025-02-07;Chócolo Mazorca;Bulto;70;Bogotá;178963;179079;Otros
2025-02-07;Cidra;Kilogramo;6;Boyacá;2107;2169;Otros
2025-02-07;Cidra;Kilogramo;77;Sogamoso;2785;2963;Otros
2025-02-07;Cidra;Kilogramo;40;Tunja;2256;2442;Otros
2025-02-07;Cidra;Kilogramo;64;Bogotá;2773;2879;Otros
2025-02-07;Pepino Cohombro;Kilogramo;13;Boyacá;3684;3855;Verdura
2025-02-07;Pepino Cohombro;Kilogramo;78;Sogamoso;4198;4304;Verdura
2025-02-07;Pepino Cohombro;Kilogramo;71;Tunja;4444;4540;Verdura
2025-02-07;Pepino Cohombro;Kilogramo;44;Bogotá;4104;4284;Verdura
2025-02-07;Pepino De Rellenar (Caja);Caja De Cartón;90;Boyacá;34565;34753;Verdura
2025-02-07;Pepino De Rellenar (Caja);Caja De Cartón;7;Sogamoso;31168;31229;Verdura
2025-02-07;Pepino De Rellenar (Caja);Caja De Cartón;38;Tunja;32947;33049;Verdura
2025-02-07;Pepino De Rellenar (Caja);Caja De Cartón;90;Bogotá;34302;34451;Verdura
2025-02-07;Pepino De Rellenar (Canastilla);Canastilla;45;Boyacá;37939;38042;Verdura
2025-02-07;Pepino De Rellenar (Canastilla);Canastilla;18;Sogamoso;34322;34372;Verdura
2025-02-07;Pepino De Rellenar (Canastilla);Canastilla;21;Tunja;37277;37354;Verdura
2025-02-07;Pepino De Rellenar (Canastilla);Canastilla;22;Bogotá;34891;35052;Verdura
2025-02-07;Pimentón;Kilogramo;1;Boyacá;5815;5962;Otros
2025-02-07;Pimentón;Kilogramo;70;Sogamoso;5890;6031;Otros
2025-02-07;Pimentón;Kilogramo;3;Tunja;5586;5734;Otros
2025-02-07;Pimentón;Kilogramo;13;Bogotá;5940;6101;Otros
2025-02-07;Remolacha;Bulto;43;Boyacá;87809;87988;Verdura
2025-02-07;Remolacha;Bulto;68;Sogamoso;76809;76949;Verdura
2025-02-07;Remolacha;Bulto;60;Tunja;82069;82263;Verdura
2025-02-07;Remolacha;Bulto;1;Bogotá;88128;88210;Verdura
2025-02-07;Rábano Rojo;Atado/Manojo;30;Boyacá;9600;9758;Otros
2025-02-07;Rábano Rojo;Atado/Manojo;40;Sogamoso;9071;9260;Otros
2025-02-07;Rábano Rojo;Atado/Manojo;95;Tunja;9888;10082;Otros
2025-02-07;Rábano Rojo;Atado/Manojo;73;Bogotá;10114;10184;Otros
2025-02-07;Zanahoria;Bulto;60;Boyacá;140832;140984;Verdura
2025-02-07;Zanahoria;Bulto;80;Sogamoso;141596;141708;Verdura
2025-02-07;Zanahoria;Bulto;57;Tunja;128980;129088;Verdura
2025-02-07;Zanahoria;Bulto;64;Bogotá;150529;150664;Verdura
2025-02-07;Cebolla Cabezona Blanca;Bulto;72;Boyacá;81353;81477;Verdura
2025-02-07;Cebolla Cabezona Blanca;Bulto;15;Sogamoso;73937;74009;Verdura
2025-02-07;Cebolla Cabezona Blanca;Bulto;53;Tunja;80617;80700;Verdura
2025-02-07;Cebolla Cabezona Blanca;Bulto;38;Bogotá;76685;76804;Verdura
2025-02-07;Cebolla Cabezona Roja;Bulto;68;Boyacá;103118;103188;Verdura
2025-02-07;Cebolla Cabezona Roja;Bulto;28;Sogamoso;106239;106419;Verdura
2025-02-07;Cebolla Cabezona Roja;Bulto;23;Tunja;106375;106474;Verdura
2025-02-07;Cebolla Cabezona Roja;Bulto;74;Bogotá;106258;106327;Verdura
2025-02-07;Cebolla Lunaquita Aquitania;Atado/Manojo;92;Boyacá;85630;85688;Verdura
2025-02-07;Cebolla Lunaquita Aquitania;Atado/Manojo;4;Sogamoso;81570;81644;Verdura
2025-02-07;Cebolla Lunaquita Aquitania;Atado/Manojo;34;Tunja;83295;83485;Verdura
2025-02-07;Cebolla Lunaquita Aquitania;Atado/Manojo;9;Bogotá;75893;75946;Verdura
2025-02-07;Cebolla Puerro;Atado/Manojo;34;Boyacá;48408;48509;Verdura
2025-02-07;Cebolla Puerro;Atado/Manojo;81;Sogamoso;42564;42713;Verdura
2025-02-07;Cebolla Puerro;Atado/Manojo;83;Tunja;48341;48532;Verdura
2025-02-07;Cebolla Puerro;Atado/Manojo;2;Bogotá;46378;46456;Verdura
2025-02-07;Tomate Chonto;Canastilla;18;Boyacá;36333;36502;Verdura
2025-02-07;Tomate Chonto;Canastilla;46;Sogamoso;37238;37427;Verdura
2025-02-07;Tomate Chonto;Canastilla;53;Tunja;36498;36616;Verdura
2025-02-07;Tomate Chonto;Canastilla;40;Bogotá;36673;36736;Verdura
2025-02-07;Tomate Larga Vida;Canastilla;98;Boyacá;53288;53408;Verdura
2025-02-07;Tomate Larga Vida;Canastilla;67;Sogamoso;54379;54528;Verdura
2025-02-07;Tomate Larga Vida;Canastilla;61;Tunja;57628;57694;Verdura
2025-02-07;Tomate Larga Vida;Canastilla;49;Bogotá;49643;49770;Verdura
2025-02-07;Acelga;Atado/Manojo;46;Boyacá;9381;9475;Otros
2025-02-07;Acelga;Atado/Manojo;53;Sogamoso;9166;9232;Otros
2025-02-07;Acelga;Atado/Manojo;47;Tunja;9272;9430;Otros
2025-02-07;Acelga;Atado/Manojo;72;Bogotá;10231;10308;Otros
2025-02-07;Apio;Atado/Manojo;45;Boyacá;10168;10335;Otros
2025-02-07;Apio;Atado/Manojo;36;Sogamoso;10257;10397;Otros
2025-02-07;Apio;Atado/Manojo;84;Tunja;11018;11086;Otros
2025-02-07;Apio;Atado/Manojo;47;Bogotá;10666;10821;Otros
2025-02-07;Manzana;Caja;33;Boyacá;3943;4034;Otros
2025-02-07;Manzana;Caja;86;Sogamoso;3928;4072;Otros
2025-02-07;Manzana;Caja;47;Tunja;3837;3962;Otros
2025-02-07;Manzana;Caja;51;Bogotá;3218;3409;Otros
2025-02-07;Banana;Bolsa;18;Boyacá;2664;2826;Otros
2025-02-07;Banana;Bolsa;53;Sogamoso;2524;2707;Otros
2025-02-07;Banana;Bolsa;70;Tunja;2580;2639;Otros
2025-02-07;Banana;Bolsa;3;Bogotá;1885;1980;Otros
2025-02-07;Naranja;Unidad;22;Boyacá;2774;2918;Otros
2025-02-07;Naranja;Unidad;88;Sogamoso;3149;3339;Otros
2025-02-07;Naranja;Unidad;16;Tunja;2451;2541;Otros
2025-02-07;Naranja;Unidad;48;Bogotá;3059;3199;Otros
2025-02-07;Pera;Caja;39;Boyacá;3422;3575;Otros
2025-02-07;Pera;Caja;98;Sogamoso;4005;4097;Otros
2025-02-07;Pera;Caja;81;Tunja;3702;3877;Otros
2025-02-07;Pera;Caja;47;Bogotá;3536;3677;Otros
2025-02-08;Plátano Guineo;Kilogramo;53;Boyacá;3077;3203;Otros
2025-02-08;Plátano Guineo;Kilogramo;95;Sogamoso;3207;3269;Otros
2025-02-08;Plátano Guineo;Kilogramo;18;Tunja;2562;2666;Otros
2025-02-08;Plátano Guineo;Kilogramo;52;Bogotá;2652;2737;Otros
2025-02-08;Plátano Hartón Maduro;Bolsa;54;Boyacá;71289;71357;Otros
2025-02-08;Plátano Hartón Maduro;Bolsa;12;Sogamoso;77043;77184;Otros
2025-02-08;Plátano Hartón Maduro;Bolsa;11;Tunja;76011;76204;Otros
2025-02-08;Plátano Hartón Maduro;Bolsa;71;Bogotá;76757;76853;Otros
2025-02-08;Plátano Hartón Verde;Bolsa;67;Boyacá;75761;75854;Otros
2025-02-08;Plátano Hartón Verde;Bolsa;50;Sogamoso;76974;77058;Otros
2025-02-08;Plátano Hartón Verde;Bolsa;76;Tunja;74672;74735;Otros
2025-02-08;Plátano Hartón Verde;Bolsa;4;Bogotá;72767;72961;Otros
2025-02-08;Plátano Hartón Verde Llanero;Canastilla;69;Boyacá;87160;87290;Otros
2025-02-08;Plátano Hartón Verde Llanero;Canastilla;12;Sogamoso;87525;87713;Otros
2025-02-08;Plátano Hartón Verde Llanero;Canastilla;75;Tunja;90285;90448;Otros
2025-02-08;Plátano Hartón Verde Llanero;Canastilla;29;Bogotá;82102;82213;Otros
2025-02-08;Papa R-12 Negra;Bulto;53;Boyacá;37197;37352;Tuberculo
2025-02-08;Papa R-12 Negra;Bulto;86;Sogamoso;38838;39015;Tuberculo
2025-02-08;Papa R-12 Negra;Bulto;66;Tunja;41140;41283;Tuberculo
2025-02-08;Papa R-12 Negra;Bulto;59;Bogotá;40688;40813;Tuberculo
2025-02-08;Papa R-12 Roja;Bulto;3;Boyacá;38339;38475;Tuberculo
2025-02-08;Papa R-12 Roja;Bulto;30;Sogamoso;38720;38912;Tuberculo
2025-02-08;Papa R-12 Roja;Bulto;74;Tunja;37772;37964;Tuberculo
2025-02-08;Papa R-12 Roja;Bulto;30;Bogotá;38791;38955;Tuberculo
2025-02-08;Papa Criolla Limpia;Bulto;78;Boyacá;241600;241689;Tuberculo
2025-02-08;Papa Criolla Limpia;Bulto;74;Sogamoso;273965;274060;Tuberculo
2025-02-08;Papa Criolla Limpia;Bulto;42;Tunja;249339;249449;Tuberculo
2025-02-08;Papa Criolla Limpia;Bulto;40;Bogotá;247769;247821;Tuberculo
2025-02-08;Papa Criolla Sucia;Bulto;82;Boyacá;169368;169481;Tuberculo
2025-02-08;Papa Criolla Sucia;Bulto;77;Sogamoso;159138;159190;Tuberculo
2025-02-08;Papa Criolla Sucia;Bulto;93;Tunja;163788;163920;Tuberculo
2025-02-08;Papa Criolla Sucia;Bulto;28;Bogotá;154849;154902;Tuberculo
2025-02-08;Papa Parda Pastusa;Bulto;13;Boyacá;48753;48869;Tuberculo
2025-02-08;Papa Parda Pastusa;Bulto;94;Sogamoso;48681;48788;Tuberculo
2025-02-08;Papa Parda Pastusa;Bulto;84;Tunja;44483;44670;Tuberculo
2025-02-08;Papa Parda Pastusa;Bulto;81;Bogotá;50676;50755;Tuberculo
2025-02-08;Papa Sabanera;Bulto;35;Boyacá;128405;128488;Tuberculo
2025-02-08;Papa Sabanera;Bulto;32;Sogamoso;127665;127790;Tuberculo
2025-02-08;Papa Sabanera;Bulto;81;Tunja;122904;123039;Tuberculo
2025-02-08;Papa Sabanera;Bulto;75;Bogotá;127762;127946;Tuberculo
2025-02-08;Papa Superior;Bulto;45;Boyacá;53462;53530;Tuberculo
2025-02-08;Papa Superior;Bulto;47;Sogamoso;59318;59413;Tuberculo
2025-02-08;Papa Superior;Bulto;29;Tunja;56086;56186;Tuberculo
2025-02-08;Papa Superior;Bulto;63;Bogotá;56085;56156;Tuberculo
2025-02-08;Papa Única;Bulto;71;Boyacá;34879;34972;Tuberculo
2025-02-08;Papa Única;Bulto;7;Sogamoso;32099;32276;Tuberculo
2025-02-08;Papa Única;Bulto;91;Tunja;32177;32336;Tuberculo
2025-02-08;Papa Única;Bulto;30;Bogotá;34939;35080;Tuberculo
2025-02-08;Yuca Llanera;Bolsa;97;Boyacá;115261;115415;Tuberculo
2025-02-08;Yuca Llanera;Bolsa;31;Sogamoso;112492;112638;Tuberculo
2025-02-08;Yuca Llanera;Bolsa;51;Tunja;117239;117373;Tuberculo
2025-02-08;Yuca Llanera;Bolsa;78;Bogotá;126167;126320;Tuberculo
2025-02-08;Arveja Verde En Vaina;Bulto;62;Boyacá;218122;218190;Otros
2025-02-08;Arveja Verde En Vaina;Bulto;75;Sogamoso;219192;219371;Otros
2025-02-08;Arveja Verde En Vaina;Bulto;6;Tunja;210262;210414;Otros
2025-02-08;Arveja Verde En Vaina;Bulto;62;Bogotá;194689;194838;Otros
2025-02-08;Arveja Verde En Vaina Pastusa;Bulto;27;Boyacá;170776;170925;Otros
2025-02-08;Arveja Verde En Vaina Pastusa;Bulto;60;Sogamoso;167094;167269;Otros
2025-02-08;Arveja Verde En Vaina Pastusa;Bulto;80;Tunja;175933;176080;Otros
2025-02-08;Arveja Verde En Vaina Pastusa;Bulto;36;Bogotá;170511;170708;Otros
2025-02-08;Frijol Verde Cargamanto;Bulto;81;Boyacá;199584;199675;Otros
2025-02-08;Frijol Verde Cargamanto;Bulto;24;Sogamoso;205641;205734;Otros
2025-02-08;Frijol Verde Cargamanto;Bulto;1;Tunja;211354;211439;Otros
2025-02-08;Frijol Verde Cargamanto;Bulto;79;Bogotá;216192;216279;Otros
2025-02-08;Habichuela;Bulto;44;Boyacá;221988;222078;Verdura
2025-02-08;Habichuela;Bulto;86;Sogamoso;220477;220614;Verdura
2025-02-08;Habichuela;Bulto;48;Tunja;237208;237338;Verdura
2025-02-08;Habichuela;Bulto;95;Bogotá;220725;220919;Verdura
2025-02-08;Ahuyama;Kilogramo;59;Boyacá;2701;2798;Verdura
2025-02-08;Ahuyama;Kilogramo;68;Sogamoso;2619;2775;Verdura
2025-02-08;Ahuyama;Kilogramo;78;Tunja;2889;2985;Verdura
2025-02-08;Ahuyama;Kilogramo;21;Bogotá;2195;2359;Verdura
2025-02-08;Ahuyamin (Sakata);Bulto;57;Boyacá;61366;61525;Otros
2025-02-08;Ahuyamin (Sakata);Bulto;48;Sogamoso;59171;59247;Otros
2025-02-08;Ahuyamin (Sakata);Bulto;72;Tunja;66656;66761;Otros
2025-02-08;Ahuyamin (Sakata);Bulto;17;Bogotá;55999;56196;Otros
2025-02-08;Ajo;Atado/Manojo;85;Boyacá;55675;55870;Verdura
2025-02-08;Ajo;Atado/Manojo;18;Sogamoso;52771;52966;Verdura
2025-02-08;Ajo;Atado/Manojo;2;Tunja;52642;52829;Verdura
2025-02-08;Ajo;Atado/Manojo;75;Bogotá;53149;53340;Verdura
2025-02-08;Ajo Importado;Caja De Cartón;26;Boyacá;64839;65020;Verdura
2025-02-08;Ajo Importado;Caja De Cartón;11;Sogamoso;68402;68581;Verdura
2025-02-08;Ajo Importado;Caja De Cartón;12;Tunja;70072;70221;Verdura
2025-02-08;Ajo Importado;Caja De Cartón;62;Bogotá;67882;68024;Verdura
2025-02-08;Berenjena;Kilogramo;73;Boyacá;4643;4807;Otros
2025-02-08;Berenjena;Kilogramo;68;Sogamoso;4337;4528;Otros
2025-02-08;Berenjena;Kilogramo;93;Tunja;4493;4648;Otros
2025-02-08;Berenjena;Kilogramo;17;Bogotá;4034;4151;Otros
2025-02-08;Calabacín;Bolsa;60;Boyacá;6983;7057;Otros
2025-02-08;Calabacín;Bolsa;21;Sogamoso;7308;7497;Otros
2025-02-08;Calabacín;Bolsa;54;Tunja;7739;7931;Otros
2025-02-08;Calabacín;Bolsa;40;Bogotá;7355;7543;Otros
2025-02-08;Chócolo Mazorca;Bulto;56;Boyacá;178640;178774;Otros
2025-02-08;Chócolo Mazorca;Bulto;84;Sogamoso;189273;189342;Otros
2025-02-08;Chócolo Mazorca;Bulto;31;Tunja;173998;174186;Otros
2025-02-08;Chócolo Mazorca;Bulto;94;Bogotá;166180;166266;Otros
2025-02-08;Cidra;Kilogramo;19;Boyacá;2025;2214;Otros
2025-02-08;Cidra;Kilogramo;62;Sogamoso;2568;2713;Otros
2025-02-08;Cidra;Kilogramo;66;Tunja;2705;2842;Otros
2025-02-08;Cidra;Kilogramo;43;Bogotá;2365;2431;Otros
2025-02-08;Pepino Cohombro;Kilogramo;83;Boyacá;3950;4110;Verdura
2025-02-08;Pepino Cohombro;Kilogramo;97;Sogamoso;4672;4791;Verdura
2025-02-08;Pepino Cohombro;Kilogramo;60;Tunja;3757;3841;Verdura
2025-02-08;Pepino Cohombro;Kilogramo;34;Bogotá;3820;3885;Verdura
2025-02-08;Pepino De Rellenar (Caja);Caja De Cartón;82;Boyacá;32505;32586;Verdura
2025-02-08;Pepino De Rellenar (Caja);Caja De Cartón;7;Sogamoso;32173;32268;Verdura
2025-02-08;Pepino De Rellenar (Caja);Caja De Cartón;61;Tunja;34661;34798;Verdura
2025-02-08;Pepino De Rellenar (Caja);Caja De Cartón;78;Bogotá;32507;32561;Verdura
2025-02-08;Pepino De Rellenar (Canastilla);Canastilla;54;Boyacá;37368;37536;Verdura
2025-02-08;Pepino De Rellenar (Canastilla);Canastilla;49;Sogamoso;34437;34615;Verdura
2025-02-08;Pepino De Rellenar (Canastilla);Canastilla;78;Tunja;40498;40582;Verdura
2025-02-08;Pepino De Rellenar (Canastilla);Canastilla;60;Bogotá;40657;40768;Verdura
2025-02-08;Pimentón;Kilogramo;87;Boyacá;6341;6469;Otros
2025-02-08;Pimentón;Kilogramo;61;Sogamoso;6677;6752;Otros
2025-02-08;Pimentón;Kilogramo;35;Tunja;5692;5763;Otros
2025-02-08;Pimentón;Kilogramo;11;Bogotá;5807;5946;Otros
2025-02-08;Remolacha;Bulto;51;Boyacá;87565;87750;Verdura
2025-02-08;Remolacha;Bulto;51;Sogamoso;80892;81031;Verdura
2025-02-08;Remolacha;Bulto;91;Tunja;85389;85451;Verdura
2025-02-08;Remolacha;Bulto;7;Bogotá;89071;89259;Verdura
2025-02-08;Rábano Rojo;Atado/Manojo;74;Boyacá;9484;9600;Otros
2025-02-08;Rábano Rojo;Atado/Manojo;41;Sogamoso;9591;9656;Otros
2025-02-08;Rábano Rojo;Atado/Manojo;44;Tunja;9889;10072;Otros
2025-02-08;Rábano Rojo;Atado/Manojo;18;Bogotá;8843;9039;Otros
2025-02-08;Zanahoria;Bulto;51;Boyacá;148369;148507;Verdura
2025-02-08;Zanahoria;Bulto;54;Sogamoso;131772;131870;Verdura
2025-02-08;Zanahoria;Bulto;28;Tunja;140750;140840;Verdura
2025-02-08;Zanahoria;Bulto;36;Bogotá;135443;135595;Verdura
2025-02-08;Cebolla Cabezona Blanca;Bulto;36;Boyacá;73930;74045;Verdura
2025-02-08;Cebolla Cabezona Blanca;Bulto;10;Sogamoso;79271;79390;Verdura
2025-02-08;Cebolla Cabezona Blanca;Bulto;72;Tunja;79567;79708;Verdura
2025-02-08;Cebolla Cabezona Blanca;Bulto;22;Bogotá;72780;72849;Verdura
2025-02-08;Cebolla Cabezona Roja;Bulto;33;Boyacá;112123;112222;Verdura
2025-02-08;Cebolla Cabezona Roja;Bulto;10;Sogamoso;103571;103699;Verdura
2025-02-08;Cebolla Cabezona Roja;Bulto;37;Tunja;100330;100442;Verdura
2025-02-08;Cebolla Cabezona Roja;Bulto;21;Bogotá;107128;107281;Verdura
2025-02-08;Cebolla Lunaquita Aquitania;Atado/Manojo;79;Boyacá;84052;84185;Verdura
2025-02-08;Cebolla Lunaquita Aquitania;Atado/Manojo;33;Sogamoso;76797;76849;Verdura
2025-02-08;Cebolla Lunaquita Aquitania;Atado/Manojo;87;Tunja;84335;84419;Verdura
2025-02-08;Cebolla Lunaquita Aquitania;Atado/Manojo;25;Bogotá;80223;80368;Verdura
2025-02-08;Cebolla Puerro;Atado/Manojo;86;Boyacá;48900;49095;Verdura
2025-02-08;Cebolla Puerro;Atado/Manojo;92;Sogamoso;47975;48164;Verdura
2025-02-08;Cebolla Puerro;Atado/Manojo;64;Tunja;44956;45129;Verdura
2025-02-08;Cebolla Puerro;Atado/Manojo;4;Bogotá;42993;43151;Verdura
2025-02-08;Tomate Chonto;Canastilla;34;Boyacá;36228;36324;Verdura
2025-02-08;Tomate Chonto;Canastilla;37;Sogamoso;37793;37871;Verdura
2025-02-08;Tomate Chonto;Canastilla;37;Tunja;36601;36789;Verdura
2025-02-08;Tomate Chonto;Canastilla;78;Bogotá;35584;35740;Verdura
2025-02-08;Tomate Larga Vida;Canastilla;2;Boyacá;51654;51812;Verdura
2025-02-08;Tomate Larga Vida;Canastilla;71;Sogamoso;57292;57380;Verdura
2025-02-08;Tomate Larga Vida;Canastilla;48;Tunja;56771;56962;Verdura
2025-02-08;Tomate Larga Vida;Canastilla;5;Bogotá;55974;56133;Verdura
2025-02-08;Acelga;Atado/Manojo;24;Boyacá;8795;8972;Otros
2025-02-08;Acelga;Atado/Manojo;4;Sogamoso;8945;9027;Otros
2025-02-08;Acelga;Atado/Manojo;78;Tunja;9694;9868;Otros
2025-02-08;Acelga;Atado/Manojo;4;Bogotá;9282;9351;Otros
2025-02-08;Apio;Atado/Manojo;85;Boyacá;10897;11080;Otros
2025-02-08;Apio;Atado/Manojo;95;Sogamoso;11320;11373;Otros
2025-02-08;Apio;Atado/Manojo;37;Tunja;10753;10927;Otros
2025-02-08;Apio;Atado/Manojo;42;Bogotá;10479;10557;Otros
2025-02-08;Manzana;Caja;19;Boyacá;3203;3307;Otros
2025-02-08;Manzana;Caja;80;Sogamoso;3399;3581;Otros
2025-02-08;Manzana;Caja;46;Tunja;3196;3327;Otros
2025-02-08;Manzana;Caja;52;Bogotá;3799;3913;Otros
2025-02-08;Banana;Bolsa;39;Boyacá;2211;2331;Otros
2025-02-08;Banana;Bolsa;27;Sogamoso;2441;2505;Otros
2025-02-08;Banana;Bolsa;53;Tunja;2407;2460;Otros
2025-02-08;Banana;Bolsa;94;Bogotá;2926;3120;Otros
2025-02-08;Naranja;Unidad;34;Boyacá;3060;3189;Otros
2025-02-08;Naranja;Unidad;66;Sogamoso;2844;3029;Otros
2025-02-08;Naranja;Unidad;15;Tunja;2035;2160;Otros
2025-02-08;Naranja;Unidad;81;Bogotá;3235;3296;Otros
2025-02-08;Pera;Caja;79;Boyacá;3310;3474;Otros
2025-02-08;Pera;Caja;90;Sogamoso;3830;3993;Otros
2025-02-08;Pera;Caja;90;Tunja;3716;3867;Otros
2025-02-08;Pera;Caja;46;Bogotá;3492;3633;Otros
2025-02-09;Plátano Guineo;Kilogramo;55;Boyacá;2790;2855;Otros
2025-02-09;Plátano Guineo;Kilogramo;85;Sogamoso;3113;3303;Otros
2025-02-09;Plátano Guineo;Kilogramo;52;Tunja;2889;3021;Otros
2025-02-09;Plátano Guineo;Kilogramo;47;Bogotá;2581;2754;Otros
2025-02-09;Plátano Hartón Maduro;Bolsa;80;Boyacá;83775;83836;Otros
2025-02-09;Plátano Hartón Maduro;Bolsa;25;Sogamoso;75885;75994;Otros
2025-02-09;Plátano Hartón Maduro;Bolsa;75;Tunja;78948;79138;Otros
2025-02-09;Plátano Hartón Maduro;Bolsa;38;Bogotá;77655;77844;Otros
2025-02-09;Plátano Hartón Verde;Bolsa;36;Boyacá;82514;82565;Otros
2025-02-09;Plátano Hartón Verde;Bolsa;82;Sogamoso;77017;77156;Otros
2025-02-09;Plátano Hartón Verde;Bolsa;42;Tunja;78806;78938;Otros
2025-02-09;Plátano Hartón Verde;Bolsa;14;Bogotá;72630;72693;Otros
2025-02-09;Plátano Hartón Verde Llanero;Canastilla;29;Boyacá;90848;90968;Otros
2025-02-09;Plátano Hartón Verde Llanero;Canastilla;11;Sogamoso;88293;88356;Otros
2025-02-09;Plátano Hartón Verde Llanero;Canastilla;83;Tunja;91322;91508;Otros
2025-02-09;Plátano Hartón Verde Llanero;Canastilla;19;Bogotá;82062;82251;Otros
2025-02-09;Papa R-12 Negra;Bulto;27;Boyacá;34925;35019;Tuberculo
2025-02-09;Papa R-12 Negra;Bulto;48;Sogamoso;39211;39310;Tuberculo
2025-02-09;Papa R-12 Negra;Bulto;81;Tunja;40133;40260;Tuberculo
2025-02-09;Papa R-12 Negra;Bulto;28;Bogotá;39940;40007;Tuberculo
2025-02-09;Papa R-12 Roja;Bulto;55;Boyacá;36924;37116;Tuberculo
2025-02-09;Papa R-12 Roja;Bulto;61;Sogamoso;36448;36508;Tuberculo
2025-02-09;Papa R-12 Roja;Bulto;36;Tunja;37942;38085;Tuberculo
2025-02-09;Papa R-12 Roja;Bulto;15;Bogotá;39176;39312;Tuberculo
2025-02-09;Papa Criolla Limpia;Bulto;43;Boyacá;240646;240754;Tuberculo
2025-02-09;Papa Criolla Limpia;Bulto;15;Sogamoso;250238;250316;Tuberculo
2025-02-09;Papa Criolla Limpia;Bulto;75;Tunja;249439;249561;Tuberculo
2025-02-09;Papa Criolla Limpia;Bulto;86;Bogotá;237454;237514;Tuberculo
2025-02-09;Papa Criolla Sucia;Bulto;81;Boyacá;159974;160159;Tuberculo
2025-02-09;Papa Criolla Sucia;Bulto;51;Sogamoso;157170;157276;Tuberculo
2025-02-09;Papa Criolla Sucia;Bulto;4;Tunja;168949;169047;Tuberculo
2025-02-09;Papa Criolla Sucia;Bulto;82;Bogotá;174865;174950;Tuberculo
2025-02-09;Papa Parda Pastusa;Bulto;10;Boyacá;45086;45221;Tuberculo
2025-02-09;Papa Parda Pastusa;Bulto;91;Sogamoso;50503;50612;Tuberculo
2025-02-09;Papa Parda Pastusa;Bulto;77;Tunja;49122;49278;Tuberculo
2025-02-09;Papa Parda Pastusa;Bulto;43;Bogotá;52159;52266;Tuberculo
2025-02-09;Papa Sabanera;Bulto;81;Boyacá;127722;127873;Tuberculo
2025-02-09;Papa Sabanera;Bulto;17;Sogamoso;133270;133466;Tuberculo
2025-02-09;Papa Sabanera;Bulto;5;Tunja;135405;135485;Tuberculo
2025-02-09;Papa Sabanera;Bulto;13;Bogotá;127886;128062;Tuberculo
2025-02-09;Papa Superior;Bulto;22;Boyacá;49707;49855;Tuberculo
2025-02-09;Papa Superior;Bulto;77;Sogamoso;58561;58645;Tuberculo
2025-02-09;Papa Superior;Bulto;68;Tunja;58051;58106;Tuberculo
2025-02-09;Papa Superior;Bulto;28;Bogotá;54222;54301;Tuberculo
2025-02-09;Papa Única;Bulto;27;Boyacá;33729;33807;Tuberculo
2025-02-09;Papa Única;Bulto;63;Sogamoso;32964;33019;Tuberculo
2025-02-09;Papa Única;Bulto;90;Tunja;31621;31726;Tuberculo
2025-02-09;Papa Única;Bulto;54;Bogotá;33075;33204;Tuberculo
2025-02-09;Yuca Llanera;Bolsa;18;Boyacá;112362;112421;Tuberculo
2025-02-09;Yuca Llanera;Bolsa;6;Sogamoso;114483;114621;Tuberculo
